Inner or Outer,Plan or Actuals,Activity Type,Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week Commencing Date,Activity Count
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,232
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,2
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,44
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,10
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,12
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,5
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,39
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Elective,,,Non-Cancer,27/09/2020,6
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Daycase,,,Non-Cancer,27/09/2020,36
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Elective,,,Cancer,27/09/2020,6
Outer,Actuals,C&B,Bishopswood (BMI Healthcare),North West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,8
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,18
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,9
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,26
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,8
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,3
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,3
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Non-Cancer,27/09/2020,6
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Daycase,,,Non-Cancer,27/09/2020,35
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,6
Outer,Actuals,C&B,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,9
Outer,Actuals,C&B,Blackheath (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,27/09/2020,193
Outer,Actuals,C&B,Blackheath (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,27/09/2020,2
Outer,Actuals,C&B,Blackheath (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,27/09/2020,31
Outer,Actuals,C&B,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,13
Outer,Actuals,C&B,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,6
Outer,Actuals,C&B,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,11
Outer,Actuals,C&B,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Chelsfield (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,27/09/2020,117
Outer,Actuals,C&B,Chelsfield (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,27/09/2020,13
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,6
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,4
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,5
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,4
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,27/09/2020,225
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,27/09/2020,5
Outer,Actuals,C&B,Sloane (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,27/09/2020,30
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,3
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,8
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Outpatients,,,Non-Cancer,27/09/2020,144
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Elective,,,Non-Cancer,27/09/2020,7
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,17
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,28
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Non-Cancer,27/09/2020,17
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,31
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,12
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,9
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Non-Cancer,27/09/2020,12
Outer,Actuals,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Elective,,,Non-Cancer,27/09/2020,70
Outer,Actuals,Normal,The Spire Hartswood,East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,23
Outer,Actuals,Normal,The Spire Hartswood,East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,18
Outer,Actuals,Normal,The Spire Hartswood,East London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,19
Outer,Actuals,Normal,The Spire Hartswood,East London STP,,Elective,,,Non-Cancer,27/09/2020,6
Outer,Actuals,Normal,The Spire Hartswood,East London STP,,Elective,,,Cancer,27/09/2020,23
Outer,Actuals,Normal,The Spire Hartswood,East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,12
Outer,Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,10
Outer,Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),East London STP,,Elective,,,Non-Cancer,27/09/2020,20
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Elective,,,Non-Cancer,27/09/2020,5
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Daycase,,,Non-Cancer,27/09/2020,14
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,2
Outer,Actuals,Normal,Schoen Clinic London (Schoen Clinic UK),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,5
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,26
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,2
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,3
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,4
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,1
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,20
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,28
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,15
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,20
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,14
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,4
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,8
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,11
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,6
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
