Plan or Actuals,Activity Type,Independent Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week  Commencing Date,Activity Count,Plan Type
Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, 18 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, 23 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, 18 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, 17 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Non-Cancer,06/12/2020, 29 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Non-Cancer,06/12/2020, 51 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, 16 ,Actuals
Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 20 ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, 2 ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,06/12/2020, 4 ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, 5 ,Actuals
Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 6 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, 19 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Elective,,,Non-Cancer,06/12/2020, 23 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Daycase,,,Non-Cancer,06/12/2020, 40 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Elective,,,Cancer,06/12/2020, 6 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 7 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, 19 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, 73 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, 3 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, 14 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, 7 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, 6 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Non-Cancer,06/12/2020, 13 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Daycase,,,Non-Cancer,06/12/2020, 37 ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Outpatients,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Elective,,,Non-Cancer,06/12/2020, 16 ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Daycase,,,Non-Cancer,06/12/2020, 14 ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Elective,,,Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, 2 ,Actuals
Actuals,Normal,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 3 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, 21 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, 28 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, 3 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, 16 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, 12 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, 4 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,06/12/2020, 16 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Elective,,,Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, 11 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 10 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, 15 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, 5 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,06/12/2020, 4 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Elective,,,Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 2 ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,06/12/2020, 11 ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,06/12/2020, 1 ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,06/12/2020, 4 ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Elective,,,Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,Sloane (BMI Healthcare),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,06/12/2020, 2 ,Actuals
Actuals,Normal,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,06/12/2020, -   ,Actuals
Actuals,Normal,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,06/12/2020, -   ,Actuals
